Experiment,System,Region,SubjectID,Condition,Hemisphere,Effect_Size,Modality,Task
Experiment1,MD,LH_Precentral_A_precG,275_KAN_EvDB_20150324b,S,L,0.278599,visual,passive
Experiment1,MD,LH_Precentral_A_precG,276_KAN_EvDB_20150325a,S,L,0.055417,visual,passive
Experiment1,MD,LH_Precentral_A_precG,278_KAN_EvDB_20150428a,S,L,0.383734,visual,passive
Experiment1,MD,LH_Precentral_A_precG,279_KAN_EvDB_20150429a,S,L,-0.363474,visual,passive
Experiment1,MD,LH_Precentral_A_precG,280_KAN_EvDB_20150429b,S,L,0.110129,visual,passive
Experiment1,MD,LH_Precentral_A_precG,281_KAN_EvDB_20150429e,S,L,0.14888,visual,passive
Experiment1,MD,LH_Precentral_A_precG,282_KAN_EvDB_20150505a,S,L,-0.184625,visual,passive
Experiment1,MD,LH_Precentral_A_precG,283_KAN_EvDB_20150505b,S,L,-0.292793,visual,passive
Experiment1,MD,LH_Precentral_A_precG,284_KAN_EvDB_20150508,S,L,1.730045,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,018_FED_20150817a_3T1,S,L,0.484002,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,043_FED_20170630b_3T2,S,L,-0.258304,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,045_FED_20160803a_3T1,S,L,0.383279,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,045_FED_20160817a_3T2,S,L,0.512009,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,127_FED_20160331a_3T1,S,L,0.237397,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,143_FED_20160222a_3T2,S,L,-0.142373,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,168_FED_20160107b_3T2,S,L,0.520114,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,175_FED_20160121a_3T2,S,L,0.220684,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,179_FED_20160706b_3T1,S,L,0.404253,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,215_FED_20150615d_3T2,S,L,0.080149,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,215_FED_20150729a_3T1,S,L,0.239201,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,224_FED_20160823b_3T1,S,L,1.044205,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,249_FED_20160817b_3T1,S,L,0.919002,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,249_FED_20170110a_3T2,S,L,1.054511,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,251_FED_20150828d_3T2,S,L,-0.128986,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,262_FED_20160909a_3T2,S,L,0.212812,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,262_FED_20170118a_3T2,S,L,0.388212,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,271_FED_20150908a_3T2,S,L,-0.328019,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,280_FED_20150811c_3T1,S,L,0.015187,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,288_FED_20150613a_3T1,S,L,-0.111022,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,288_FED_20170412b_3T2,S,L,-0.103644,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,289_FED_20150613b_3T1,S,L,0.485654,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,290_FED_20150615a_3T2,S,L,-0.281909,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,290_FED_20170109b_3T2,S,L,0.473173,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,290_FED_20170426a_3T2,S,L,0.404751,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,291_FED_20150615b_3T2,S,L,0.437454,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,291_FED_20160523a_3T2,S,L,0.348512,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,292_FED_20150615c_3T2,S,L,1.044163,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,293_FED_20150619a_3T2,S,L,-0.273982,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,294_FED_20150619b_3T2,S,L,0.938671,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,295_FED_20150625a_3T2,S,L,-0.256785,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,296_FED_20150625b_3T2,S,L,0.687476,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,296_FED_20150810a_3T1,S,L,0.598816,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,297_FED_20150625c_3T2,S,L,0.167257,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,298_FED_20150625d_3T2,S,L,0.042894,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,298_FED_20150810b_3T1,S,L,0.443334,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,299_FED_20150708a_3T2,S,L,0.214375,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,300_FED_20150708b_3T2,S,L,0.010369,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,301_FED_20150708c_3T2,S,L,0.730209,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,303_FED_20150709c_3T2,S,L,0.13321,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,304_FED_20150710a_3T2,S,L,0.517485,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,305_FED_20150710b_3T2,S,L,0.368091,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,306_FED_20150715a_3T2,S,L,-0.040347,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,307_FED_20150715d_3T2,S,L,0.26086,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,308_FED_20150716a_3T2,S,L,0.688743,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,309_FED_20150717a_3T2,S,L,0.118677,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,310_FED_20150617a_3T2,S,L,0.243969,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,311_FED_20150617b_3T2,S,L,0.126474,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,319_FED_20150624a_3T2,S,L,0.298282,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,320_FED_20150624c_3T2,S,L,0.143081,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,321_FED_20150819a_3T1,S,L,0.170594,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,322_FED_20150820a_3T2,S,L,0.090705,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,323_FED_20150823_3T2,S,L,1.30773,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,324_FED_20150827a_3T2,S,L,-0.297986,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,325_FED_20150827b_3T2,S,L,0.519338,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,326_FED_20150828c_3T2,S,L,-0.571678,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,326_FED_20160523e_3T2,S,L,-0.044858,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,327_FED_20150923b_3T2,S,L,0.756543,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,328_FED_20151106b_3T1,S,L,0.709446,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,329_FED_20151109a_3T1,S,L,0.03581,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,330_FED_20151111a_3T1,S,L,0.425202,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,331_FED_20151111c_3T1,S,L,0.979044,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,332_FED_20151113a_3T1,S,L,-0.038817,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,333_FED_20151119a_3T1,S,L,-0.17268,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,334_FED_20151119a_3T2,S,L,0.963524,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,335_FED_20151120a_3T1,S,L,0.661766,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,336_FED_20151212_3T1,S,L,0.552478,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,338_FED_20151215c_3T2,S,L,0.977788,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,338_FED_20160112a_3T2,S,L,-0.435859,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,338_FED_20170113b_3T2,S,L,0.530494,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,338_FED_20170614b_3T2,S,L,-0.111633,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,339_FED_20151217a_3T2,S,L,-0.456452,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,340_FED_20151217b_3T2,S,L,0.27719,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,341_FED_20151217c_3T2,S,L,0.434357,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,342_FED_20160105c_3T2,S,L,-0.267105,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,343_FED_20160107a_3T2,S,L,0.887075,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,344_FED_20160107e_3T2,S,L,0.907564,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,345_FED_20160112b_3T2,S,L,0.2255,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,346_FED_20160112e_3T2,S,L,0.542667,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,347_FED_20160114e_3T2,S,L,0.776882,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,348_FED_20160119c_3T2,S,L,0.13378,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,349_FED_20160119d_3T2,S,L,-0.092796,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,350_FED_20160121c_3T2,S,L,0.52281,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,351_FED_20160126a_3T2,S,L,0.583264,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,352_FED_20160126e_3T2,S,L,-0.078939,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,353_FED_20160127a_3T1,S,L,0.404433,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,354_FED_20160128d_3T2,S,L,0.244267,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,355_FED_20160128e_3T2,S,L,0.495989,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,356_FED_20160202c_3T2,S,L,-1.961533,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,357_FED_20160205m_3T2,S,L,-0.331132,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,358_FED_20160208m_3T2,S,L,1.21766,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,359_FED_20160209m_3T2,S,L,0.651527,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,360_FED_20160211a_3T2,S,L,0.810392,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,361_FED_20160211b_3T2,S,L,0.439155,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,362_FED_20160212m_3T1,S,L,1.769012,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,363_FED_20160222b_3T2,S,L,0.294309,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,364_FED_20160229a_3T1,S,L,0.008495,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,365_FED_20160229c_3T1,S,L,0.837762,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,365_FED_20170120a_3T2,S,L,0.608461,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,366_FED_20160229d_3T1,S,L,-0.570296,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,366_FED_20161103a_3T1,S,L,-0.00656,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,367_FED_20160309b_3T1,S,L,0.109312,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,368_FED_20160310b_3T1,S,L,0.330518,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,369_FED_20160317b_3T1,S,L,0.250778,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,370_FED_20160317c_3T1,S,L,0.590284,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,371_FED_20160318a_3T1,S,L,-0.304,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,373_FED_20160318c_3T1,S,L,0.689428,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,375_FED_20160331d_3T1,S,L,0.861536,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,376_FED_20160401b_3T2,S,L,0.004007,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,378_FED_20160405a_3T1,S,L,0.762219,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,379_FED_20160407a_3T1,S,L,-0.368903,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,380_FED_20160407b_3T1,S,L,0.072984,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,382_FED_20160407a_3T2,S,L,-0.044896,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,383_FED_20160505a_3T1,S,L,0.812041,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,384_FED_20160421a_3T2,S,L,0.7576,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,386_FED_20160425d_3T1,S,L,0.246902,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,387_FED_20160425a_3T1,S,L,0.228736,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,388_FED_20160426b_3T1,S,L,-0.001798,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,390_FED_20160428a_3T1,S,L,0.153093,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,391_FED_20160429a_3T2,S,L,1.280684,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,392_FED_20160504a_3T1,S,L,-0.469051,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,393_FED_20160504b_3T2,S,L,0.681966,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,395_FED_20160506a_3T2,S,L,-0.332746,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,397_FED_20160516a_3T1,S,L,0.014776,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,398_FED_20160516b_3T1,S,L,0.030431,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,399_FED_20160519d_3T1,S,L,0.361611,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,400_FED_20160520a_3T1,S,L,-0.902175,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,401_FED_20160520d_3T1,S,L,1.744768,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,402_FED_20160526c_3T1,S,L,0.217806,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,403_FED_20160526b_3T1,S,L,0.247748,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,405_FED_20160531a_3T1,S,L,0.03261,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,406_FED_20160601a_3T1,S,L,0.453405,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,407_FED_20160616a_3T2,S,L,-0.124778,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,408_FED_20160617a_3T2,S,L,0.153347,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,409_FED_20160622a_3T1,S,L,-0.222148,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,409_FED_20160728a_3T2,S,L,0.152149,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,410_FED_20160623b_3T2,S,L,0.213628,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,411_FED_20160624a_3T2,S,L,0.066204,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,412_FED_20160707a_3T1,S,L,0.293407,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,413_FED_20160707c_3T1,S,L,-0.109627,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,414_FED_20160711b_3T1,S,L,0.824977,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,415_FED_20160714a_3T2,S,L,0.320934,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,416_FED_20160802a_3T1,S,L,0.012523,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,417_FED_20160803b_3T1,S,L,0.495491,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,418_FED_20160803a_3T2,S,L,-0.114294,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,419_FED_20160805a_3T1,S,L,1.143535,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,420_FED_20160805b_3T1,S,L,-0.059597,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,422_FED_20160816a_3T1,S,L,1.120393,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,423_FED_20160817c_3T1,S,L,0.577828,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,424_FED_20160817a_3T1,S,L,0.401192,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,425_FED_20160818b_3T1,S,L,0.153212,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,426_FED_20160823a_3T1,S,L,0.298341,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,426_FED_20160908d_3T1,S,L,0.599868,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,427_FED_20160823c_3T1,S,L,1.796303,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,428_FED_20160906a_3T2,S,L,0.428883,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,429_FED_20160906b_3T2,S,L,-0.208854,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,430_FED_20160906d_3T2,S,L,-0.063902,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,430_FED_20170110b_3T2,S,L,0.122311,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,430_FED_20170426d_3T2,S,L,-0.224777,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,431_FED_20160907d_3T2,S,L,0.250186,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,432_FED_20160907a_3T2,S,L,0.576226,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,433_FED_20160908c_3T1,S,L,-0.049445,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,434_FED_20160909c_3T2,S,L,0.1204,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,435_FED_20160909b_3T2,S,L,0.085001,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,436_FED_20160909d_3T2,S,L,-0.500732,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,438_FED_20160929a_3T1,S,L,0.480108,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,441_FED_20161004a_3T1,S,L,0.921422,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,442_FED_20161004b_3T1,S,L,0.325259,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,448_FED_20161012b_3T2,S,L,-0.122008,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,449_FED_20161012c_3T2,S,L,-0.120179,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,449_FED_20170201b_3T2,S,L,-0.523288,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,456_FED_20161019b_3T1,S,L,-0.173052,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,461_FED_20161025a_3T1,S,L,0.209376,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,472_FED_20161101a_3T2,S,L,0.50238,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,473_FED_20161102a_3T1,S,L,0.182448,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,475_FED_20161103a_3T2,S,L,0.269361,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,479_FED_20161104a_3T2,S,L,-0.087061,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,489_FED_20161114d_3T1,S,L,0.05911,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,494_FED_20161114a_3T1,S,L,0.340815,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,494_FED_20170106a_3T2,S,L,0.63174,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,498_FED_20161121a_3T1,S,L,-0.245514,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,499_FED_20161121b_3T1,S,L,0.705898,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,505_FED_20161204_3T2,S,L,0.059399,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,516_FED_20161217a_3T2,S,L,0.649833,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,520_FED_20161227a_3T2,S,L,0.925302,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,521_FED_20161228a_3T2,S,L,0.601922,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,522_FED_20161228e_3T2,S,L,0.636889,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,523_FED_20161227b_3T2,S,L,0.268142,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,524_FED_20170105a_3T2,S,L,-0.129118,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,525_FED_20170109a_3T2,S,L,0.094106,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,526_FED_20170111a_3T2,S,L,0.772994,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,527_FED_20170113a_3T2,S,L,1.536426,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,528_FED_20170116a_3T2,S,L,0.013272,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,529_FED_20170116b_3T2,S,L,0.115074,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,530_FED_20170114a_3T2,S,L,0.021631,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,531_FED_20170117a_3T2,S,L,0.20027,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,532_FED_20170118b_3T2,S,L,0.260616,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,534_FED_20170119b_3T2,S,L,-0.517423,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,535_FED_20170123b_3T2,S,L,0.324924,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,536_FED_20170125a_3T2,S,L,0.247861,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,537_FED_20170126b_3T2,S,L,0.020511,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,539_FED_20170127a_3T2,S,L,1.392001,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,541_FED_20170203b_3T2,S,L,0.614999,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,541_FED_20170615a_3T2,S,L,0.879515,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,545_FED_20170217c_3T2,S,L,-0.238781,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,550_FED_20170228c_3T2,S,L,-0.148671,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,551_FED_20170302b_3T2,S,L,-0.948249,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,551_FED_20170412a_3T2,S,L,-0.72178,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,552_FED_20170307a_3T2,S,L,0.528001,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,553_FED_20170313d_3T2,S,L,-0.187063,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,554_FED_20170315a_3T2,S,L,-1.185778,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,555_FED_20170315b_3T2,S,L,0.235682,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,555_FED_20170426c_3T2,S,L,-0.215045,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,556_FED_20170316b_3T2,S,L,0.2525,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,557_FED_20170317a_3T2,S,L,0.197119,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,558_FED_20170320a_3T2,S,L,1.365292,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,559_FED_20170320c_3T2,S,L,0.655609,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,562_FED_20170327b_3T2,S,L,0.038078,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,563_FED_20170327c_3T2,S,L,0.447292,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,566_FED_20170407a_3T2,S,L,0.055361,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,567_FED_20170407b_3T2,S,L,0.32539,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,568_FED_20170407c_3T2,S,L,-0.359541,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,569_FED_20170410b_3T2,S,L,0.209479,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,571_FED_20170412c_3T2,S,L,0.427299,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,572_FED_20170413a_3T2,S,L,1.612412,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,573_FED_20170413b_3T2,S,L,-0.014504,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,574_FED_20170413c_3T2,S,L,-0.108803,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,575_FED_20170414a_3T2,S,L,2.174497,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,576_FED_20170414b_3T2,S,L,-0.356919,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,577_FED_20170414c_3T2,S,L,-0.296134,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,578_FED_20170414d_3T2,S,L,0.459724,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,582_FED_20170420a_3T2,S,L,0.819208,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,583_FED_20170420c_3T2,S,L,0.279294,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,584_FED_20170421a_3T2,S,L,0.331413,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,594_FED_20170423d_3T2,S,L,0.226117,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,595_FED_20170425b_3T2,S,L,0.447458,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,596_FED_20170426b_3T2,S,L,0.032088,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,597_FED_20170427a_3T2,S,L,0.70888,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,598_FED_20170428a_3T2,S,L,-0.444986,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,599_FED_20170427c_3T2,S,L,0.142995,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,600_FED_20170428b_3T2,S,L,0.4198,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,602_FED_20170526b_3T2,S,L,0.145066,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,603_FED_20170502a_3T2,S,L,0.15578,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,607_FED_20170517a_3T2,S,L,0.050267,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,608_FED_20170518a_3T2,S,L,0.253375,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,609_FED_20170523c_3T2,S,L,0.03468,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,610_FED_20170523a_3T2,S,L,0.75627,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,613_FED_20170526a_3T2,S,L,0.518959,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,614_FED_20170525a_3T2,S,L,-0.686787,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,624_FED_20170619b_3T2,S,L,0.811213,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,625_FED_20170619a_3T2,S,L,0.984992,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,627_FED_20170620a_3T2,S,L,-0.015488,visual,passive
Experiment1,MD,LH_Precentral_B_IFGop,629_FED_20170620c_3T2,S,L,0.553018,visual,passive
